timestamp,co2[ppm],heartbeat[undefined],humidity[%],temperature[Â°F]
2023-12-16T06:34:48-05:00,561.8,---,38.1,60.6
2023-12-16T07:36:49-05:00,554.1,---,37.87,60.6
2023-12-16T08:37:49-05:00,576.1,---,40.06,62.4
2023-12-16T09:39:49-05:00,670.6,---,38.01,65.4
2023-12-16T10:40:00-05:00,---,---,---,---
2023-12-16T11:40:49-05:00,1015.9,---,41.12,70.4
2023-12-16T12:42:50-05:00,1044.5,---,32.4,74.1
2023-12-16T13:43:50-05:00,943.1,---,32.18,75.1
2023-12-16T14:44:50-05:00,830.9,---,33.31,72.9
2023-12-16T15:46:50-05:00,752.6,---,37.41,68.7
2023-12-16T16:48:51-05:00,757.8,---,39.13,67.3
2023-12-16T17:49:51-05:00,868.9,---,40.52,66.2
2023-12-16T18:50:51-05:00,841.7,---,40.4,66.6
2023-12-16T19:51:51-05:00,1124.1,---,42.44,66.7
2023-12-16T20:53:51-05:00,972.8,---,43.23,65.8
2023-12-16T21:54:51-05:00,859.6,---,40.96,65.7
2023-12-16T22:55:52-05:00,981.9,---,43.08,65.3
2023-12-16T23:57:52-05:00,874.5,---,42.46,64.3
2023-12-17T00:58:52-05:00,816.3,---,41.56,64
2023-12-17T01:59:52-05:00,722.4,---,41.07,63.3
2023-12-17T03:00:53-05:00,674,---,40.11,63.5
2023-12-17T04:01:53-05:00,598.3,---,40.44,62.2
2023-12-17T05:02:53-05:00,584.3,---,40.75,61.8
2023-12-17T06:04:53-05:00,550.6,---,40.24,61.5
2023-12-17T07:05:53-05:00,714.3,---,40.8,62.3
2023-12-17T08:06:54-05:00,748.6,---,41.01,61.7
2023-12-17T09:08:54-05:00,654.3,---,42.02,65.7
2023-12-17T10:09:54-05:00,709,---,41.37,67
2023-12-17T11:10:54-05:00,1803.3,---,45.15,68.8
2023-12-17T12:11:54-05:00,1304.8,---,42.93,68.6
2023-12-17T13:12:54-05:00,1101.3,---,42.87,68.7
2023-12-17T14:14:55-05:00,748.9,---,41.89,69.2
2023-12-17T15:15:55-05:00,723.3,---,41.61,67.8
2023-12-17T16:16:55-05:00,687.9,---,42.34,67.7
2023-12-17T17:18:55-05:00,1098.3,---,45.48,68.6
2023-12-17T18:20:56-05:00,2166.3,---,50.92,68.6
2023-12-17T19:27:56-05:00,2167.5,---,53.14,69.9
2023-12-17T20:30:56-05:00,1503.9,---,46.99,68.8
2023-12-17T21:31:56-05:00,1336.8,---,46.7,68.8
2023-12-17T22:32:57-05:00,1333.5,---,46.19,68.2
2023-12-17T23:34:57-05:00,1234.7,---,48.86,67.4
2023-12-18T00:35:57-05:00,994,---,46.29,66.7
2023-12-18T01:37:57-05:00,846.8,---,46.02,65.8
2023-12-18T02:38:57-05:00,754,---,45.38,65.4
2023-12-18T03:39:58-05:00,704.8,---,45.26,64.9
2023-12-18T04:40:58-05:00,647.8,---,45.45,64.3
2023-12-18T05:41:58-05:00,690.2,---,45.5,67.2
2023-12-18T06:42:58-05:00,782.4,---,46.8,66.5
2023-12-18T07:44:58-05:00,617.6,---,46.51,66.6
2023-12-18T08:45:58-05:00,793.2,---,46.41,66.2
2023-12-18T09:46:59-05:00,738.3,---,46.26,65.5
2023-12-18T10:48:59-05:00,679.3,---,45.73,65.6
2023-12-18T11:49:59-05:00,636.7,---,44.2,66.3
2023-12-18T12:50:00-05:00,---,---,---,---
2023-12-18T13:51:59-05:00,587.1,---,43.93,65.5
2023-12-18T14:53:00-05:00,574.2,---,43.92,64.9
2023-12-18T15:55:00-05:00,485.1,---,43.42,66.1
2023-12-18T16:54:00-05:00,880.8,---,45.51,67.6
2023-12-18T17:55:00-05:00,734.1,---,44.03,66.6
2023-12-18T18:57:00-05:00,1163.9,---,46.49,66.7
2023-12-18T19:58:01-05:00,2039.5,---,50.47,66.8
2023-12-18T20:59:01-05:00,1515,---,48.38,66.4
2023-12-18T22:00:01-05:00,1130.1,---,47.47,66
2023-12-18T23:01:01-05:00,922.8,---,44.99,64.4
2023-12-19T00:02:01-05:00,917.2,---,45.76,63.5
2023-12-19T01:04:02-05:00,753.7,---,45.22,63
2023-12-19T02:05:02-05:00,625,---,44.46,62.4
2023-12-19T03:07:02-05:00,560.1,---,44.47,61.6
2023-12-19T04:08:02-05:00,511.8,---,43.86,61.1
2023-12-19T05:09:02-05:00,552.7,---,44.38,60.5
2023-12-19T06:10:02-05:00,634.3,---,43.97,64.4
2023-12-19T07:11:03-05:00,575.8,---,42.13,64.5
2023-12-19T08:12:03-05:00,559.1,---,42.16,64.7
2023-12-19T09:12:03-05:00,651.3,---,42.81,63.3
2023-12-19T10:11:03-05:00,609.7,---,42.77,62.3
2023-12-19T11:12:03-05:00,500.3,---,41.64,62.6
2023-12-19T12:14:04-05:00,456.4,---,41.11,61.8
2023-12-19T13:15:04-05:00,446.9,---,40.41,62.2
2023-12-19T14:16:04-05:00,464,---,39.74,62.4
2023-12-19T15:18:04-05:00,433.8,---,39.67,61.7
2023-12-19T16:19:04-05:00,444.7,---,37.29,64.5
2023-12-19T17:20:04-05:00,453.3,---,36.78,64.2
2023-12-19T18:21:05-05:00,965.8,---,41.49,64.8
2023-12-19T19:22:05-05:00,1294.2,---,45.89,64.9
2023-12-19T20:24:05-05:00,938.1,---,40.89,64.9
2023-12-19T21:25:05-05:00,737.4,---,38.95,65
2023-12-19T22:26:05-05:00,778.2,---,40.44,63.3
2023-12-19T23:28:05-05:00,837.8,---,41.39,61.6
2023-12-20T00:29:06-05:00,783.8,---,41.39,60.8
2023-12-20T01:28:06-05:00,714.8,---,41.53,59.4
2023-12-20T02:22:06-05:00,651.2,---,40.5,59.7
2023-12-20T03:23:06-05:00,625.7,---,40.29,59.4
2023-12-20T04:24:06-05:00,578.6,---,39.75,59.6
2023-12-20T05:26:06-05:00,533.8,---,40.89,59.7
2023-12-20T06:29:07-05:00,525.9,---,37.9,63.2
2023-12-20T07:30:07-05:00,492,---,36.7,63.3
2023-12-20T08:31:07-05:00,692.3,---,39.52,63.3
2023-12-20T09:32:07-05:00,603.5,---,38.4,61.5
2023-12-20T10:34:07-05:00,512.3,---,37.46,62.2
2023-12-20T11:35:07-05:00,478,---,36.88,62
2023-12-20T12:36:08-05:00,470.8,---,36.8,62.3
2023-12-20T13:38:08-05:00,459,---,35.37,64.5
2023-12-20T14:39:08-05:00,438.2,---,33.92,65.7
2023-12-20T15:40:00-05:00,---,---,---,---
2023-12-20T16:41:08-05:00,648.1,---,37.46,66
2023-12-20T17:42:09-05:00,580.5,---,35.9,66
2023-12-20T18:43:09-05:00,1239.3,---,39.23,66.2
2023-12-20T19:45:09-05:00,1670.8,---,44.7,66.4
2023-12-20T20:46:09-05:00,989.5,---,38.69,66.5
2023-12-20T21:46:09-05:00,866,---,39.32,65.6
2023-12-20T22:47:10-05:00,890.5,---,40.15,64
2023-12-20T23:48:10-05:00,915.3,---,40.9,62.3
2023-12-21T00:50:00-05:00,---,---,---,---
2023-12-21T01:50:10-05:00,640.8,---,39.88,61
2023-12-21T02:51:10-05:00,610.9,---,39.34,60.5
2023-12-21T03:53:10-05:00,600.9,---,38.83,61
2023-12-21T04:54:10-05:00,576.5,---,38.53,61.3
2023-12-21T05:55:11-05:00,509.6,---,37.42,62.8
2023-12-21T06:57:11-05:00,538.1,---,36.32,65
2023-12-21T07:58:11-05:00,555.1,---,37.26,64.1
2023-12-21T08:56:11-05:00,701.7,---,40.08,63.3
2023-12-21T09:57:11-05:00,533.5,---,37.82,63.9
2023-12-21T10:58:12-05:00,600.9,---,36.79,67.7
2023-12-21T12:00:00-05:00,---,---,---,---
2023-12-21T13:00:12-05:00,627.8,---,28.56,76.7
2023-12-21T14:01:12-05:00,596.6,---,28.26,76.9
2023-12-21T15:03:12-05:00,741.1,---,30.51,74
2023-12-21T16:04:12-05:00,598.1,---,36.07,67.7
2023-12-21T17:05:13-05:00,683.3,---,37.04,66.4
2023-12-21T18:07:13-05:00,777.7,---,37.77,66.5
2023-12-21T19:08:13-05:00,864.8,---,37.98,65.4
2023-12-21T20:09:13-05:00,1022.8,---,39.14,65
2023-12-21T21:10:13-05:00,731,---,36.98,65
2023-12-21T22:11:14-05:00,730.6,---,37.46,64
2023-12-21T23:06:14-05:00,737.7,---,38.74,62.2
2023-12-22T00:07:14-05:00,660.6,---,37.85,61.4
2023-12-22T01:08:14-05:00,668.5,---,37.95,60.4
2023-12-22T02:10:00-05:00,---,---,---,---
2023-12-22T03:11:14-05:00,528.3,---,36.1,60
2023-12-22T04:12:15-05:00,512.2,---,35.18,60
2023-12-22T05:14:15-05:00,492.4,---,35.01,59.8
2023-12-22T06:15:15-05:00,478.7,---,33.53,62.2
2023-12-22T07:16:15-05:00,470.7,---,32.96,63.3
2023-12-22T08:18:15-05:00,487,---,33.14,63.2
2023-12-22T09:19:15-05:00,566.9,---,35.16,62.7
2023-12-22T10:20:00-05:00,---,---,---,---
2023-12-22T11:21:16-05:00,591.6,---,32.67,64.3
2023-12-22T12:22:16-05:00,684.9,---,32.94,66.8
2023-12-22T13:22:16-05:00,700.3,---,31.13,70.9
2023-12-22T14:23:16-05:00,735.7,---,27.08,75.7
2023-12-22T15:25:17-05:00,725.5,---,34.13,68.9
2023-12-22T16:27:17-05:00,928,---,36.42,65.1
2023-12-22T17:28:17-05:00,699.8,---,36.55,65.1
2023-12-22T18:29:17-05:00,575.7,---,36.78,64.4
2023-12-22T19:30:17-05:00,1070.5,---,39.69,64.6
2023-12-22T20:31:17-05:00,942,---,37.76,64.3
2023-12-22T21:32:18-05:00,786.3,---,37.63,64.5
2023-12-22T22:34:18-05:00,834,---,39.31,62.9
2023-12-22T23:35:18-05:00,986.4,---,40.16,62.3
2023-12-23T00:36:18-05:00,902.1,---,40.55,62
2023-12-23T01:38:18-05:00,793.2,---,39.27,61.3
2023-12-23T02:39:19-05:00,720.2,---,39.3,60.5
2023-12-23T03:40:19-05:00,677.1,---,38.9,60.2
2023-12-23T04:41:19-05:00,671.8,---,38.63,60.8
2023-12-23T05:42:19-05:00,652,---,38.91,60.5
2023-12-23T06:44:19-05:00,642.9,---,38.93,60.4
2023-12-23T07:45:19-05:00,668.8,---,39.21,60.5
2023-12-23T08:46:19-05:00,620.7,---,42.13,63.6
2023-12-23T09:48:20-05:00,649.2,---,38.88,65
2023-12-23T10:49:20-05:00,591.8,---,38.07,65.7
2023-12-23T11:50:00-05:00,---,---,---,---
2023-12-23T12:51:20-05:00,955.1,---,39.75,66.1
2023-12-23T13:52:20-05:00,1138.7,---,40.93,65.6
2023-12-23T14:53:21-05:00,845.4,---,40.15,66.1
2023-12-23T15:55:21-05:00,812.2,---,38.62,66
2023-12-23T16:56:21-05:00,1346.6,---,43.25,65.3
2023-12-23T17:58:21-05:00,1497.4,---,47.59,65.2
2023-12-23T18:59:21-05:00,1616.7,---,49.26,65.6
2023-12-23T20:00:00-05:00,---,---,---,---
2023-12-23T21:01:22-05:00,1166.8,---,44.16,64.7
2023-12-23T22:02:22-05:00,1096.1,---,43.38,65.4
2023-12-23T23:03:22-05:00,1109.6,---,44.48,64.2
2023-12-24T00:05:22-05:00,1033,---,43.87,64.6
2023-12-24T01:06:22-05:00,911.1,---,42.63,65.1
2023-12-24T02:07:22-05:00,872.1,---,42.63,64.8
2023-12-24T03:09:23-05:00,785.3,---,41.97,63.9
2023-12-24T04:10:00-05:00,---,---,---,---
2023-12-24T05:11:23-05:00,661,---,41.75,62.3
2023-12-24T06:12:23-05:00,664.6,---,41.87,61.8
2023-12-24T07:13:23-05:00,673.3,---,42.07,60.8
2023-12-24T08:15:23-05:00,607.6,---,41.57,61.2
2023-12-24T09:16:24-05:00,737.6,---,43.16,64.4
2023-12-24T10:17:24-05:00,1770.3,---,52.61,66.4
2023-12-24T11:19:24-05:00,1029.3,---,41.42,66.9
2023-12-24T12:20:00-05:00,---,---,---,---
2023-12-24T13:20:24-05:00,1159.4,---,43.49,66.8
2023-12-24T14:22:25-05:00,1086.7,---,43.67,67.3
2023-12-24T15:23:25-05:00,1406.8,---,45.12,66.6
2023-12-24T16:24:25-05:00,1115.2,---,44.42,67.9
2023-12-24T17:25:25-05:00,1486.2,---,46.28,68.7
2023-12-24T18:26:25-05:00,1792.8,---,48.5,68.2
2023-12-24T19:33:26-05:00,1972,---,51.93,68.9
2023-12-24T20:40:26-05:00,2664,---,53.76,69.3
2023-12-24T21:46:26-05:00,1840.7,---,48.39,68.9
2023-12-24T22:48:26-05:00,1593.9,---,48.56,67.4
2023-12-24T23:49:26-05:00,1660.1,---,47.24,67.5
2023-12-25T00:50:00-05:00,---,---,---,---
2023-12-25T01:51:27-05:00,1071.5,---,46.28,66.3
2023-12-25T02:52:28-05:00,988.6,---,46.18,65.2
2023-12-25T03:53:28-05:00,875.6,---,45.65,64.5
2023-12-25T04:55:29-05:00,743.3,---,45.25,63.7
2023-12-25T05:56:29-05:00,701.9,---,43.58,65.3
2023-12-25T06:57:29-05:00,682.1,---,43.06,65.8
2023-12-25T07:59:30-05:00,684.7,---,43.11,66.4
2023-12-25T09:00:00-05:00,---,---,---,---
2023-12-25T10:01:29-05:00,1806.1,---,48.3,69.8
2023-12-25T11:02:30-05:00,1523.2,---,45.43,71.6
2023-12-25T12:03:30-05:00,1477.3,---,42.48,72.4
2023-12-25T13:05:30-05:00,1992.3,---,46.09,75.2
2023-12-25T14:08:30-05:00,1946.6,---,43.51,76.3
2023-12-25T15:09:30-05:00,1817.3,---,45.55,73.2
2023-12-25T16:15:31-05:00,2021.8,---,49.15,71.9
2023-12-25T17:16:31-05:00,1533.9,---,47.54,69.8
2023-12-25T18:17:31-05:00,1118.5,---,47.09,68.1
2023-12-25T19:19:31-05:00,883,---,47.28,66.8
2023-12-25T20:20:00-05:00,---,---,---,---
2023-12-25T21:20:31-05:00,1701.6,---,53.25,65.8
2023-12-25T22:30:08-05:00,1919,---,52.32,66.3
2023-12-25T23:30:00-05:00,---,---,---,---
2023-12-26T08:40:52-05:00,767.9,---,44.61,65
2023-12-26T09:40:00-05:00,---,---,---,---
2023-12-26T10:40:52-05:00,676,---,45.01,64
2023-12-26T11:42:52-05:00,587.9,---,44.22,64
2023-12-26T12:43:53-05:00,528.3,---,43.94,64.2
2023-12-26T13:44:53-05:00,481.2,---,43.51,64.2
2023-12-26T14:46:53-05:00,454.3,---,43.8,63.9
2023-12-26T15:47:53-05:00,417.1,---,44.25,64.1
2023-12-26T16:48:54-05:00,401.3,---,42.03,67.2
2023-12-26T17:50:00-05:00,---,---,---,---
2023-12-26T18:50:54-05:00,378.1,---,43.57,66.4
2023-12-26T19:51:54-05:00,370.8,---,43.57,66.6
2023-12-26T20:53:54-05:00,471.5,---,45.04,65.6
2023-12-26T21:54:54-05:00,632.1,---,45.46,66.1
2023-12-26T22:56:54-05:00,569.8,---,45.48,65.5
2023-12-26T23:57:55-05:00,536.4,---,45.51,65.3
2023-12-27T00:58:55-05:00,524.1,---,45.09,65.2
2023-12-27T02:00:00-05:00,---,---,---,---
2023-12-27T03:00:55-05:00,535.8,---,45.09,64.3
2023-12-27T04:01:55-05:00,523.3,---,45.11,63.9
2023-12-27T05:03:55-05:00,522.6,---,44.91,63.6
2023-12-27T06:04:56-05:00,510.5,---,44.19,66.4
2023-12-27T07:05:56-05:00,508.8,---,42.98,67.4
2023-12-27T08:07:56-05:00,510.1,---,43.29,66.9
2023-12-27T09:08:56-05:00,676.3,---,45.89,66.2
2023-12-27T10:10:00-05:00,---,---,---,---
2023-12-27T11:10:57-05:00,581,---,44.88,65.5
2023-12-27T12:11:57-05:00,548.7,---,44.09,65.8
2023-12-27T13:13:57-05:00,522,---,43.21,66.6
2023-12-27T14:14:57-05:00,519.3,---,43.67,66.3
2023-12-27T15:15:58-05:00,523,---,43.95,65.8
2023-12-27T16:17:58-05:00,520.1,---,43.18,68.5
2023-12-27T17:18:58-05:00,535.7,---,44.39,67.9
2023-12-27T18:19:58-05:00,804.4,---,45.93,66.7
2023-12-27T19:20:58-05:00,1621.1,---,49.5,68.3
2023-12-27T20:21:59-05:00,1480.5,---,48.34,68
2023-12-27T21:22:59-05:00,1453,---,48.36,67.5
2023-12-27T22:24:59-05:00,1301.5,---,48.13,67
2023-12-27T23:25:59-05:00,1121.8,---,48.55,66.6
2023-12-28T00:27:59-05:00,957.7,---,47.73,66.1
2023-12-28T01:29:00-05:00,812.8,---,47.05,65.7
2023-12-28T02:30:00-05:00,---,---,---,---
2023-12-28T03:31:00-05:00,647.4,---,46.74,64.8
2023-12-28T04:32:00-05:00,613.2,---,46.53,64.6
2023-12-28T05:33:00-05:00,583.3,---,46.51,64.2
2023-12-28T06:35:01-05:00,541,---,44.83,67.1
2023-12-28T07:36:01-05:00,528.8,---,44.9,67
2023-12-28T08:37:01-05:00,506.1,---,45.16,67
2023-12-28T09:39:01-05:00,588,---,46.12,66.3
2023-12-28T10:40:00-05:00,---,---,---,---
2023-12-28T11:40:01-05:00,570.2,---,44,67.7
2023-12-28T12:42:02-05:00,534.1,---,44.3,67.3
2023-12-28T13:43:02-05:00,505.7,---,43.42,68.3
2023-12-28T14:42:02-05:00,518.6,---,45.05,66.6
2023-12-28T15:43:02-05:00,480,---,46.32,66
2023-12-28T16:44:02-05:00,468.3,---,45.24,66.9
2023-12-28T17:46:03-05:00,445.4,---,45.36,67.2
2023-12-28T18:47:03-05:00,425.9,---,45.45,67.4
2023-12-28T19:48:03-05:00,427.1,---,45.94,66.5
2023-12-28T20:50:00-05:00,---,---,---,---
2023-12-28T21:50:03-05:00,517.1,---,46.25,67.2
2023-12-28T22:51:04-05:00,689.3,---,47.16,66.5
2023-12-28T23:53:04-05:00,704.5,---,47.24,66
2023-12-29T00:54:04-05:00,629.4,---,47.49,65.2
2023-12-29T01:55:04-05:00,565.2,---,47.24,64.9
2023-12-29T02:57:04-05:00,535.8,---,46.99,64.6
2023-12-29T03:58:04-05:00,512.2,---,47.08,64.2
2023-12-29T05:00:00-05:00,---,---,---,---
2023-12-29T06:00:05-05:00,477,---,46.65,65.9
2023-12-29T07:01:05-05:00,476.6,---,46.04,66.5
2023-12-29T08:03:05-05:00,468.8,---,45.84,66.6
2023-12-29T09:04:05-05:00,477.4,---,45.8,65.8
2023-12-29T10:05:05-05:00,630,---,47.47,65.9
2023-12-29T11:07:06-05:00,664.7,---,46.26,65.4
2023-12-29T12:08:06-05:00,614.4,---,45.94,65.2
2023-12-29T13:09:06-05:00,758.5,---,46.47,65.2
2023-12-29T14:10:06-05:00,623.4,---,45.9,64.6
2023-12-29T15:11:06-05:00,565.8,---,46.59,63.9
2023-12-29T16:13:07-05:00,450.6,---,44.8,67
2023-12-29T17:14:07-05:00,430,---,44.38,67
2023-12-29T18:15:07-05:00,423.2,---,45.39,66.2
2023-12-29T19:17:07-05:00,408,---,45.22,66.2
2023-12-29T20:18:07-05:00,401.7,---,45.33,66
2023-12-29T21:19:08-05:00,394.3,---,45.12,65.3
2023-12-29T22:20:08-05:00,391.8,---,45.65,64.4
2023-12-29T23:21:08-05:00,391.3,---,46.45,63.4
2023-12-30T00:22:08-05:00,389,---,46.1,63
2023-12-30T01:24:08-05:00,387.4,---,46.34,62.2
2023-12-30T02:25:09-05:00,386,---,46.5,61.6
2023-12-30T03:26:09-05:00,386,---,46.28,61.3
2023-12-30T04:28:09-05:00,383.9,---,46,60.9
2023-12-30T05:29:09-05:00,382.8,---,46.09,60.2
2023-12-30T06:30:09-05:00,384.6,---,46.06,59.8
2023-12-30T07:31:09-05:00,374.1,---,44.92,60.9
2023-12-30T08:32:10-05:00,383,---,45.21,60.2
2023-12-30T09:34:10-05:00,374.9,---,43.99,63.3
2023-12-30T10:35:10-05:00,370,---,41.75,65.6
2023-12-30T11:36:10-05:00,365.5,---,41.09,66.8
2023-12-30T12:38:10-05:00,363.5,---,41.9,66.1
2023-12-30T13:39:11-05:00,359,---,41.33,66.5
2023-12-30T14:40:00-05:00,---,---,---,---
2023-12-30T15:41:11-05:00,361,---,43.16,65.1
2023-12-30T16:42:11-05:00,365.2,---,43.32,64.3
2023-12-30T17:43:11-05:00,363.5,---,43.11,64.8
2023-12-30T18:45:11-05:00,363.8,---,42.52,64.7
2023-12-30T19:46:12-05:00,363.1,---,42.71,64.1
2023-12-30T20:48:12-05:00,362.6,---,42.52,64.1
2023-12-30T21:49:12-05:00,364.2,---,42.43,64.2
2023-12-30T22:50:00-05:00,---,---,---,---
2023-12-30T23:51:12-05:00,372.7,---,43.64,61.7
2023-12-31T00:52:12-05:00,372.4,---,43.51,61
2023-12-31T01:53:13-05:00,372,---,43.61,60.4
2023-12-31T02:55:13-05:00,373.8,---,43.23,59.9
2023-12-31T03:56:13-05:00,375.1,---,42.97,59.4
2023-12-31T04:57:13-05:00,367,---,41.99,60.7
2023-12-31T05:59:13-05:00,373,---,42.64,59.4
2023-12-31T07:00:00-05:00,---,---,---,---
2023-12-31T08:00:14-05:00,374.7,---,42.02,59.9
2023-12-31T09:02:14-05:00,372.3,---,41.68,60.4
2023-12-31T10:03:14-05:00,371.7,---,38.65,65.5
2023-12-31T11:05:15-05:00,367.3,---,38.4,66.3
2023-12-31T12:06:14-05:00,364.4,---,39.28,65.6
2023-12-31T13:07:15-05:00,365,---,39.34,65.8
2023-12-31T14:09:15-05:00,363.4,---,40.22,65.4
2023-12-31T15:20:36-05:00,362.3,---,40.26,64.9
2023-12-31T17:50:46-05:00,374.8,---,39.95,65.3
2023-12-31T18:52:46-05:00,370.9,---,40.56,64.4
2023-12-31T19:53:46-05:00,375.1,---,40.85,63.8
2023-12-31T20:54:46-05:00,377,---,40.35,64.8
2023-12-31T21:56:47-05:00,379.2,---,41.23,63.9
2023-12-31T22:57:47-05:00,386,---,42.16,62.5
2023-12-31T23:58:47-05:00,384,---,42.41,61.6
